2.376653704314188875e-01,3.148367454586599723e-01,2.294419188279669120e-01,2.573552446275859662e-01,2.710464062990658451e-01,2.850563429355744138e-01,2.901507768857607972e-01,2.589066783090692159e-01,2.729685325866067491e-01,2.949732011256363529e-01,2.514986458337875042e-01,2.750894065864566418e-01,2.851787506147293594e-01,2.833345582186089229e-01,2.788930731520970485e-01,2.652842457424163247e-01,2.707240845038854649e-01,2.790229857728214746e-01,2.756355472336859957e-01,2.722252480971132926e-01
2.301080423806035613e-01,2.641121443169449079e-01,2.885469878080395567e-01,1.994681653334547944e-01,2.486700181658966780e-01,3.357927405306504465e-01,2.573153710641664649e-01,2.503641669704145811e-01,2.669864392282534915e-01,2.745119042159293032e-01,2.597780837858521541e-01,2.603537225173854219e-01,2.927904690415102373e-01,2.568241249716764485e-01,2.831158124905405749e-01,2.632135551609910973e-01,2.897228207686196599e-01,2.891843947775398216e-01,2.712689601085562785e-01,2.642523039793697737e-01
2.471006800205574616e-01,2.707748283674563661e-01,2.622329435545081577e-01,2.576317940265503981e-01,2.351425586065991058e-01,2.674392811810632486e-01,2.603692011337855328e-01,2.722271845239449539e-01,2.691246444378472269e-01,2.760390029705916959e-01,2.524682374795770290e-01,2.607298847840489042e-01,2.860090926444260329e-01,2.707404001666047777e-01,2.766915582637472504e-01,2.643334700536125181e-01,2.758219824709730594e-01,2.814678122031102903e-01,2.710062611207540439e-01,2.742064180634152248e-01
2.710936647059562499e-01,2.935103266880813577e-01,2.014008893398450684e-01,3.679342042424032511e-01,2.515334416934125739e-01,2.424474000140734720e-01,2.474019935507703050e-01,2.696596368270326449e-01,2.536371113733076887e-01,2.757864073086428447e-01,2.563301497933238582e-01,2.698402181706924807e-01,2.858261980375607636e-01,2.720203765519919603e-01,2.745285541515642969e-01,2.583199493450076267e-01,2.771214146414612278e-01,2.718987236302752297e-01,2.680285835598689159e-01,2.685286731482109945e-01
3.079239345683434381e-01,2.793518129015110651e-01,3.017830166154391036e-01,2.528975989021866599e-01,3.480293610905119683e-01,2.484200742365733072e-01,2.527462578783665204e-01,2.683867275218879689e-01,2.491599562790605404e-01,2.603788486259599466e-01,2.531915215005042241e-01,2.604701017136733521e-01,2.876085186670852001e-01,2.753920332873937560e-01,2.737182531705401600e-01,2.628057696568251722e-01,2.677407993683857956e-01,2.793863142033136682e-01,2.691738337163910866e-01,2.661329897790887244e-01
2.396644430681692806e-01,3.008705525746804832e-01,2.486003869550108547e-01,2.596036388942398188e-01,2.723811139120728142e-01,2.166126115393806617e-01,2.486103008929719804e-01,2.845847710607437575e-01,2.570633985271149613e-01,2.725540729305788168e-01,2.799924462160300331e-01,2.676050934850347507e-01,2.879105380214081467e-01,2.721662382888714315e-01,2.796506392700467414e-01,2.617894324704946318e-01,2.699760678156652993e-01,2.843640355417098031e-01,2.735508268596520964e-01,2.745021280739159408e-01
3.161248224972580956e-01,2.484926352578572528e-01,3.043615101548796109e-01,3.206203020822905869e-01,2.372268496258463921e-01,2.199347910670338135e-01,2.554116442617976324e-01,2.692958365809363097e-01,2.465112515772845958e-01,2.743752224951009899e-01,2.741844260972035596e-01,2.515281489271329329e-01,2.884076785972755075e-01,2.718723540641673764e-01,2.770331713673548357e-01,2.612375615548255814e-01,2.851518983518256389e-01,2.862038053297530915e-01,2.750359763804930413e-01,2.780615372053985013e-01
3.084438631514981322e-01,2.467987713369532432e-01,3.469986474606346349e-01,2.836123604530270126e-01,2.526725543246489125e-01,2.537848369521286673e-01,2.687893014420703608e-01,2.844479379279795661e-01,2.589664040519115140e-01,2.744613999172699770e-01,2.838405042815655421e-01,2.617801716622538133e-01,2.765055142442517933e-01,2.832760525539905760e-01,2.734495747818760925e-01,2.679786323818135196e-01,2.609769037713928763e-01,2.846568408679532314e-01,2.724220972292313303e-01,2.725764247926115158e-01
2.937263543292887302e-01,2.974503859464331379e-01,2.317515091393688997e-01,2.868742057566990300e-01,2.454499229540366145e-01,2.457481170461222608e-01,2.612511074277978351e-01,2.604345748947287098e-01,2.508192732414908366e-01,2.649588344025612385e-01,2.755001453871483430e-01,2.559101556509258968e-01,2.619617785235402452e-01,2.957662465754480330e-01,2.810346178240473169e-01,2.561648424544452629e-01,2.752355641164954125e-01,2.830353844168726485e-01,2.671903315992510963e-01,2.696794761104797655e-01
2.273863974998518167e-01,2.852375650649260908e-01,3.224098620248066482e-01,3.048462634173343955e-01,2.619635282961208511e-01,2.660946038766015542e-01,2.640917312446511844e-01,2.749194236722697360e-01,2.535212022041121172e-01,2.707874152250953070e-01,2.798185570572957470e-01,2.580463567389976176e-01,2.705614502222885021e-01,2.804152842339300289e-01,2.797609989231583105e-01,2.656102245477059975e-01,2.712907982667131512e-01,2.775890588528976965e-01,2.744313018276518523e-01,2.790980017745187669e-01
2.597822256750075831e-01,2.346086284235577579e-01,2.739554767186261341e-01,3.008094511490790324e-01,3.015540753668549678e-01,2.474934973862228937e-01,2.515305843567965938e-01,2.684536390592583976e-01,2.542972746969749398e-01,2.668274447904119828e-01,2.755095077893330302e-01,2.532429770760542542e-01,2.685026183784767206e-01,2.907038953276550042e-01,2.671389073433654837e-01,2.686998493147859657e-01,2.691208331494750472e-01,2.749542377158514794e-01,2.731599309175591350e-01,2.707544005340369875e-01
3.175368053569213589e-01,3.149907668766082081e-01,1.886274414976697733e-01,3.270180591417931604e-01,2.192858706285705506e-01,2.137125698382606187e-01,2.677067466589730382e-01,2.821640550162561878e-01,2.580236204468836503e-01,2.801963022589350483e-01,2.843359332062733169e-01,2.507913564027007824e-01,2.771034527638435163e-01,2.801892579058919419e-01,2.837574004541515427e-01,2.718014573448877536e-01,2.688334363069281863e-01,2.864178148652485878e-01,2.789217617265033478e-01,2.772743543701371993e-01
3.247987420298331651e-01,2.833896417907453280e-01,2.663838449002953745e-01,3.012245645631508872e-01,2.668299809593851490e-01,2.490653607567255845e-01,2.470547087755270432e-01,2.900197519560210324e-01,2.638241238774304276e-01,2.628166774345488954e-01,2.871579455170260586e-01,2.552304893307251743e-01,2.673432878665777945e-01,2.853656369442622576e-01,2.780419943333888866e-01,2.748313902440607248e-01,2.578193024436324921e-01,2.713564850937614237e-01,2.711529061112229466e-01,2.726897252712145447e-01
2.170128660359656458e-01,3.269066209344991258e-01,2.816305352983173860e-01,2.469333529141385930e-01,2.719894838343868693e-01,2.471096849011156227e-01,2.745554264823878432e-01,2.774872969270012479e-01,2.574364187544635474e-01,2.781996876592855994e-01,2.783524625761952809e-01,2.573023000429138785e-01,2.740188356674523318e-01,2.962452830528418679e-01,2.792469964539887051e-01,2.757704351055758063e-01,2.701267534666928483e-01,2.781959273319493109e-01,2.924263702869112636e-01,2.968130306581557298e-01
